Geburtsland,Geburtsort,Geburtsort_Land,Anzahl,Lat_Bing,Long_Bing,Distanz
Nordrhein-Westfalen,Siegburg ,"Siegburg , Nordrhein-Westfalen",257,50.80479813,7.213850021,55.04755385
Nordrhein-Westfalen,Siegen ,"Siegen , Nordrhein-Westfalen",950,50.86700058,7.986810207,93.3432644
Nordrhein-Westfalen,Soest ,"Soest , Nordrhein-Westfalen",388,51.55879974,8.119050026,100.9732666
Nordrhein-Westfalen,Solingen ,"Solingen , Nordrhein-Westfalen",2125,51.16759872,7.085100174,22.25587166
Nordrhein-Westfalen,lohn ,"lohn , Nordrhein-Westfalen",147,50.85710144,6.293499947,52.29114497
Nordrhein-Westfalen,Steinfurt ,"Steinfurt , Nordrhein-Westfalen",249,52.15008926,7.338950157,110.9564639
Nordrhein-Westfalen,Tönisvorst ,"Tönisvorst , Nordrhein-Westfalen",270,51.32062149,6.495359898,22.80349437
Nordrhein-Westfalen,Troisdorf ,"Troisdorf , Nordrhein-Westfalen",301,50.80360031,7.156620026,53.02591311
Nordrhein-Westfalen,Unna ,"Unna , Nordrhein-Westfalen",406,51.52619934,7.695569992,72.74889375
Nordrhein-Westfalen,Velbert ,"Velbert , Nordrhein-Westfalen",1193,51.33150101,7.044730186,22.74938502
Nordrhein-Westfalen,Viersen ,"Viersen , Nordrhein-Westfalen",1243,51.25529861,6.382239819,27.85497268
Nordrhein-Westfalen,Waldbröl ,"Waldbröl , Nordrhein-Westfalen",175,50.87680054,7.610429764,69.59008813
Nordrhein-Westfalen,Warburg,"Warburg, Nordrhein-Westfalen",144,51.48379898,9.132909775,166.8767605
Nordrhein-Westfalen,Warendorf ,"Warendorf , Nordrhein-Westfalen",224,51.94269943,7.981440067,116.2609823
Nordrhein-Westfalen,Warstein ,"Warstein , Nordrhein-Westfalen",141,51.43190002,8.343640327,111.8858699
Nordrhein-Westfalen,Werdohl ,"Werdohl , Nordrhein-Westfalen",115,51.25979996,7.757530212,68.72065271
Nordrhein-Westfalen,Wermelskirchen ,"Wermelskirchen , Nordrhein-Westfalen",196,51.1393013,7.228779793,32.77731491
Nordrhein-Westfalen,Werne ,"Werne , Nordrhein-Westfalen",146,51.67129898,7.629179955,78.00632661
Nordrhein-Westfalen,Wesel ,"Wesel , Nordrhein-Westfalen",951,51.65879822,6.610079765,50.60704023
Nordrhein-Westfalen,Wickede Ruhr,"Wickede Ruhr, Nordrhein-Westfalen",158,51.49980164,7.850669861,81.24849305
Nordrhein-Westfalen,Willich ,"Willich , Nordrhein-Westfalen",467,51.25899887,6.548789978,16.58716416
Nordrhein-Westfalen,Wipperfürth,"Wipperfürth, Nordrhein-Westfalen",179,51.12020111,7.400179863,44.92530901
Nordrhein-Westfalen,Witten ,"Witten , Nordrhein-Westfalen",454,51.43399811,7.344950199,46.49816849
Nordrhein-Westfalen,Wülfrath ,"Wülfrath , Nordrhein-Westfalen",180,51.28430176,7.054289818,20.87372085
Nordrhein-Westfalen,Wuppertal ,"Wuppertal , Nordrhein-Westfalen",4181,51.27154922,7.196559906,30.01549327
Nordrhein-Westfalen,Xanten ,"Xanten , Nordrhein-Westfalen",112,51.65319824,6.451089859,53.64265148
Rheinland-Pfalz,Andernach ,"Andernach , Rheinland-Pfalz",107,50.42610168,7.415299892,98.65650235
Rheinland-Pfalz,Bad Kreuznach ,"Bad Kreuznach , Rheinland-Pfalz",166,49.82559967,7.868330002,172.8465332
Rheinland-Pfalz,Bad Neuenahr-Ahrweiler ,"Bad Neuenahr-Ahrweiler , Rheinland-Pfalz",113,50.54500961,7.101709843,77.99793388
Rheinland-Pfalz,Gerolstein ,"Gerolstein , Rheinland-Pfalz",116,50.21680069,6.661049843,111.3353755
Rheinland-Pfalz,Kaiserslautern ,"Kaiserslautern , Rheinland-Pfalz",166,49.44329834,7.755539894,208.9885983
Rheinland-Pfalz,Kirchen (Sieg),"Kirchen (Sieg), Rheinland-Pfalz",144,50.8064003,7.884829998,90.13846802
Rheinland-Pfalz,Koblenz ,"Koblenz , Rheinland-Pfalz",629,50.36130142,7.587659836,110.8856445
Rheinland-Pfalz,Ludwigshafen am Rhein ,"Ludwigshafen am Rhein , Rheinland-Pfalz",212,49.48094177,8.447299957,226.5538915
Rheinland-Pfalz,Mainz ,"Mainz , Rheinland-Pfalz",524,50.00061035,8.272279739,171.6360187
Rheinland-Pfalz,Mayen ,"Mayen , Rheinland-Pfalz",129,50.33269882,7.226399899,103.1677354
Rheinland-Pfalz,Neuwied ,"Neuwied , Rheinland-Pfalz",336,50.44189835,7.474229813,99.08810547
Rheinland-Pfalz,Prüm ,"Prüm , Rheinland-Pfalz",119,50.20864,6.419275,114.7465557
Rheinland-Pfalz,Speyer ,"Speyer , Rheinland-Pfalz",136,49.31000137,8.425359726,242.2681113
Rheinland-Pfalz,Trier ,"Trier , Rheinland-Pfalz",661,49.75733948,6.636199951,162.412597
Rheinland-Pfalz,Wittlich ,"Wittlich , Rheinland-Pfalz",118,49.98379898,6.8895998,137.1739635
Rheinland-Pfalz,Worms ,"Worms , Rheinland-Pfalz",116,49.62779999,8.356789589,209.2120155
Saarland,Saarbrücken,"Saarbrücken, Saarland",472,49.23149109,6.998330116,221.1222599
Sachsen,Bautzen,"Bautzen, Sachsen",104,51.17689896,14.42910004,534.731525
Sachsen,Chemnitz,"Chemnitz, Sachsen",540,50.83620071,12.93700027,434.1667047
Sachsen,Dresden,"Dresden, Sachsen",1073,51.05363083,13.74081039,487.6428491
Sachsen,Freiberg,"Freiberg, Sachsen",114,50.91059875,13.34889984,461.8626576
Sachsen,Görlitz,"Görlitz, Sachsen",230,51.12950134,14.98349953,573.7847614
Sachsen,Hoyerswerda,"Hoyerswerda, Sachsen",105,51.43901825,14.24427986,520.9201467
Sachsen,Leipzig,"Leipzig, Sachsen",1243,51.34519958,12.3859396,391.5917323
Sachsen,Meißen,"Meißen, Sachsen",105,51.162428,13.494248,469.5561505
Sachsen,Plauen,"Plauen, Sachsen",110,50.4978981,12.16699982,387.7953638
Sachsen,Zwickau,"Zwickau, Sachsen",213,50.71789932,12.45730019,402.8081702
Sachsen-Anhalt,Bernburg,"Bernburg, Sachsen-Anhalt",111,51.79546738,11.73930645,350.5144174
Sachsen-Anhalt,Dessau,"Dessau, Sachsen-Anhalt",267,51.8360405,12.24283028,385.5236366
Sachsen-Anhalt,Halberstadt,"Halberstadt, Sachsen-Anhalt",120,51.90999985,11.02680016,304.6609965
Sachsen-Anhalt,Halle (Saale),"Halle (Saale), Sachsen-Anhalt",600,51.45669937,11.96720028,362.6815671
Sachsen-Anhalt,Hindenburg,"Hindenburg, Sachsen-Anhalt",457,52.7537117,11.93013954,393.1107774
Sachsen-Anhalt,Köthen,"Köthen, Sachsen-Anhalt",103,51.75,11.97119999,365.6651738
Sachsen-Anhalt,Magdeburg,"Magdeburg, Sachsen-Anhalt",717,52.13185883,11.62777996,350.6658121
Sachsen-Anhalt,Merseburg,"Merseburg, Sachsen-Anhalt",120,51.33229828,11.99250031,364.1758689
Sachsen-Anhalt,Stendal,"Stendal, Sachsen-Anhalt",142,52.60530853,11.85071659,381.7628776
Sachsen-Anhalt,Stolberg,"Stolberg, Sachsen-Anhalt",112,51.57344818,10.95503044,293.5261598
Sachsen-Anhalt,Wernigerode,"Wernigerode, Sachsen-Anhalt",102,51.84090042,10.80749989,288.2390159
Sachsen-Anhalt,Wittenberg,"Wittenberg, Sachsen-Anhalt",174,51.8676796,12.64865971,413.7047252
Schleswig-Holstein,Eutin ,"Eutin , Schleswig-Holstein",105,54.13729858,10.6086998,415.5385722
Schleswig-Holstein,Flensburg ,"Flensburg , Schleswig-Holstein",271,54.79779816,9.477919579,437.6657017
Schleswig-Holstein,Itzehoe ,"Itzehoe , Schleswig-Holstein",104,53.99000168,9.571260452,361.9587931
Schleswig-Holstein,Kiel,"Kiel, Schleswig-Holstein",735,54.32324982,10.1322403,413.1260786
Schleswig-Holstein,Lübeck,"Lübeck, Schleswig-Holstein",458,53.86626816,10.68087959,396.2163661
Schleswig-Holstein,Neumünster ,"Neumünster , Schleswig-Holstein",180,54.07014084,9.987830162,384.6742312
Schleswig-Holstein,Rendsburg ,"Rendsburg , Schleswig-Holstein",129,54.29779816,9.666950226,394.3730955
Schleswig-Holstein,Schleswig ,"Schleswig , Schleswig-Holstein",122,54.53390121,9.562609673,413.9229371
Thüringen,Altenburg ,"Altenburg , Thüringen",113,50.98659897,12.43980026,397.4341096
Thüringen,Erfurt ,"Erfurt , Thüringen",511,51.02830124,11.03960037,299.1891194
Thüringen,Gera ,"Gera , Thüringen",236,50.87979889,12.11330032,376.0510292
Thüringen,Gotha ,"Gotha , Thüringen",123,50.94260025,10.70180035,276.7452619
Thüringen,Jena ,"Jena , Thüringen",286,50.92039871,11.59070015,339.0131211
Thüringen,Nordhausen ,"Nordhausen , Thüringen",115,51.50310135,10.80130005,282.1540404
Afghanistan,Herat,"Herat, Afghanistan",121,34.34376144,62.18511963,4771.651347
Afghanistan,Kabul,"Kabul, Afghanistan",586,34.53155136,69.12535095,5242.666616
Ägypten,Kairo,"Kairo, Ägypten",180,30.04541969,31.2421093,3100.780471
Argentinien,Buenos Aires,"Buenos Aires, Argentinien",142,-34.61455536,-58.44587708,11426.4105
Aserbaidschan,Baku,"Baku, Aserbaidschan",218,40.41059875,49.8722496,3499.192882
Belgien,Brüssel,"Brüssel, Belgien",103,50.84270096,4.378109932,173.2481822
Bosnien und Herzegowina,Sarajevo,"Sarajevo, Bosnien und Herzegowina",246,43.85942078,18.4357605,1196.753974
Bosnien und Herzegowina,Tuzla,"Tuzla, Bosnien und Herzegowina",160,44.53680038,18.69599915,1157.536956
Bosnien und Herzegowina,Zenica,"Zenica, Bosnien und Herzegowina",106,44.19469833,17.93720055,1142.27792
Brasilien,Rio de Janeiro,"Rio de Janeiro, Brasilien",105,-22.91216087,-43.17501068,9540.317328
Brasilien,Sao Paulo,"Sao Paulo, Brasilien",111,-23.56283951,-46.6546402,9778.844099
Bulgarien,Plowdiw,"Plowdiw, Bulgarien",149,42.13619995,24.75530052,1698.229376
Bulgarien,Sofia,"Sofia, Bulgarien",362,42.67819214,23.39904404,1575.362577
Bulgarien,Stara Sagora,"Stara Sagora, Bulgarien",102,42.42272949,25.6354599,1731.285365
Bulgarien,Warna,"Warna, Bulgarien",127,43.21670151,27.91670036,1821.946546
China,Beijing,"Beijing, China",125,39.90657043,116.3876495,7826.221209
China,Guangdong,"Guangdong, China",178,23.20279884,113.3743896,9110.308755
China,Henan,"Henan, China",112,33.86470795,113.5865707,8192.308443
China,Hong Kong,"Hong Kong, China",145,22.33615685,114.1869659,9237.123214
China,Hubei,"Hubei, China",202,30.94911957,112.2711334,8367.071606
China,Hunan,"Hunan, China",125,27.58358383,111.6998444,8624.130429
China,Jiangsu,"Jiangsu, China",248,33.01850128,119.4911652,8601.248784
China,Liaoning,"Liaoning, China",171,41.17638397,122.5526962,8033.466716
China,Shandong,"Shandong, China",193,36.37627029,118.3159714,8238.758702
China,Shanghai,"Shanghai, China",379,31.22414589,121.5161362,8874.322697
China,Sichuan,"Sichuan, China",145,30.60892487,102.7037048,7805.169554
China,Zhejiang,"Zhejiang, China",207,29.19950485,120.4452667,8997.207858
Eritrea,Asmara,"Asmara, Eritrea",136,15.33298969,38.92047119,4900.092724
Frankreich,Paris,"Paris, Frankreich",503,48.85692978,2.341200113,411.7978881
Georgien,Tiflis,"Tiflis, Georgien",241,41.72565079,44.79304886,3063.636778
Ghana,Accra,"Accra, Ghana",621,5.581069946,-0.198970005,5093.665542
Ghana,Kumasi,"Kumasi, Ghana",447,6.697450161,-1.629840016,4990.038901
Griechenland,Athen,"Athen, Griechenland",440,37.99280167,23.76950073,1984.187997
Griechenland,Drama,"Drama, Griechenland",155,41.15729904,24.15089989,1737.919775
Griechenland,Ioannina,"Ioannina, Griechenland",100,39.64730072,20.84140015,1685.751964
Griechenland,Komotini,"Komotini, Griechenland",215,41.11589813,25.39380074,1814.782222
Griechenland,Serres,"Serres, Griechenland",274,41.09090042,23.56451035,1709.239586
Griechenland,Thessaloniki,"Thessaloniki, Griechenland",547,40.64839935,22.93530083,1709.936676
Griechenland,Xanthi,"Xanthi, Griechenland",103,41.14089966,24.88660049,1782.566298
Irak,Bagdad,"Bagdad, Irak",352,33.34180069,44.39350128,3623.60071
Irak,Mosul,"Mosul, Irak",113,36.32460022,43.11709976,3312.590478
Iran,Ahvaz,"Ahvaz, Iran",136,31.31671333,48.68438339,4068.017943
Iran,Isfahan,"Isfahan, Iran",121,32.65085983,51.68386078,4168.137179
Iran,Meschhed,"Meschhed, Iran",100,36.28292084,59.59812164,4453.353091
Iran,Schiras,"Schiras, Iran",168,29.59100914,52.53059006,4463.237302
Iran,Teheran,"Teheran, Iran",2613,35.68954086,51.4146843,3925.465665
Irland,Dublin,"Dublin, Irland",121,53.33309937,-6.248889923,918.244798
Italien,Mailand,"Mailand, Italien",104,45.45199966,9.192770004,664.9214892
Italien,Neapel,"Neapel, Italien",264,40.84769821,14.26259995,1287.530586
Italien,Palermo,"Palermo, Italien",220,38.11709976,13.35289955,1543.4853
Italien,Partinico,"Partinico, Italien",133,38.04809952,13.12150002,1544.815529
Italien,Rom,"Rom, Italien",173,41.90304947,12.49580002,1122.673194
Japan,Aichi,"Aichi, Japan",212,34.9705162,137.1820679,9301.531908
Japan,Chiba,"Chiba, Japan",168,35.45575333,140.2040863,9382.995847
Japan,Fukuoka,"Fukuoka, Japan",124,33.5839653,130.4128571,9120.067377
Japan,Hyogo,"Hyogo, Japan",171,34.92504883,134.8162231,9200.272175
Japan,Kanagawa,"Kanagawa, Japan",267,35.37968063,139.3903961,9356.459497
Japan,Kyoto,"Kyoto, Japan",131,35.32315063,135.4155884,9189.00499
Japan,Osaka,"Osaka, Japan",382,34.67752075,135.5129089,9255.673577
Japan,Saitama,"Saitama, Japan",158,35.86591339,139.6446075,9319.314063
Japan,Tokio,"Tokio, Japan",956,35.68320847,139.8089447,9344.146412
Mazedonien,Kumanovo,"Kumanovo, Mazedonien",420,42.13668823,21.7177906,1519.246428
Kasachstan,Almaty,"Almaty, Kasachstan",176,43.25051117,76.88812256,5176.571027
Kasachstan,Karaganda,"Karaganda, Kasachstan",341,49.78739929,73.14820099,4547.270675
Kasachstan,Pawlodar,"Pawlodar, Kasachstan",158,52.33044052,76.96981812,4650.765031
Kolumbien,Bogota,"Bogota, Kolumbien",124,4.31533432,-74.17960358,9001.261547
"Kongo, Dem.Republik (Zaire)",Kinshasa,"Kinshasa, Kongo, Dem.Republik (Zaire)",167,-4.4419311,15.2662931,6211.581117
"Korea, Republik",Seoul,"Seoul, Korea, Republik",744,37.566535,126.9779692,8580.280949
Kroatien,Split,"Split, Kroatien",103,43.5141983,16.4314003,1122.321377
Kroatien,Zagreb,"Zagreb, Kroatien",386,45.80189896,15.94709969,904.9132434
Lettland,Riga,"Riga, Lettland",327,57.02769852,24.04470062,1295.83539
Libanon,Beirut,"Beirut, Libanon",190,33.89606857,35.50677872,3009.602849
Libanon,Tripoli,"Tripoli, Libanon",177,34.44100189,35.85499954,2986.278089
Marokko,Ben Taieb,"Ben Taieb, Marokko",102,35.04399872,-3.45904994,1974.317154
Marokko,Beni Oulichek,"Beni Oulichek, Marokko",227,35.08459854,-3.443190098,1969.600777
Marokko,Beni Sidel,"Beni Sidel, Marokko",173,35.12939835,-3.123670101,1954.425445
Marokko,Beni Touzine,"Beni Touzine, Marokko",181,35.7397995,-5.846680164,1992.116336
Marokko,Casablanca,"Casablanca, Marokko",295,33.58848953,-7.677189827,2280.355471
Marokko,Fes,"Fes, Marokko",126,34.0428009,-5.015520096,2131.124347
Marokko,Kenitra,"Kenitra, Marokko",178,34.25439835,-6.605750084,2170.411793
Marokko,Midar,"Midar, Marokko",157,34.94766998,-3.529510021,1986.60608
Marokko,Nador,"Nador, Marokko",792,35.17979813,-2.926179886,1942.812443
Marokko,Oujda,"Oujda, Marokko",264,34.67359924,-1.942440033,1965.753958
Marokko,Rabat,"Rabat, Marokko",169,34.02088928,-6.841639996,2203.180142
Marokko,Tanger,"Tanger, Marokko",132,35.74900055,-5.810929775,1989.761329
Marokko,Temsamane,"Temsamane, Marokko",117,35.11444092,-3.641530037,1973.211637
Mazedonien,Skopje,"Skopje, Mazedonien",1310,41.99473953,21.42999077,1514.581237
Mazedonien,Tetovo,"Tetovo, Mazedonien",226,42.00880051,20.97660065,1488.238055
Mexiko,Mexiko-Stadt,"Mexiko-Stadt, Mexiko",169,19.27938652,-99.134758,9412.087952
Moldawien,Chisinau,"Chisinau, Moldawien",128,47.03770065,28.81229973,1666.820944
Niederlande,Amsterdam,"Amsterdam, Niederlande",148,52.33069992,4.866539955,180.943119
Nigeria,Benin City,"Benin City, Nigeria",105,6.333940029,5.624499798,4970.395138
Nigeria,Lagos,"Lagos, Nigeria",127,6.60160017,3.396859884,4949.590188
Österreich,Wien,"Wien, Österreich",433,48.20842743,16.37782097,768.1529877
Peru,Lima,"Lima, Peru",139,-12.05613995,-77.02680206,10608.84951
Polen,Allenstein,"Allenstein, Polen",615,53.7737999,20.51469994,973.7085833
Polen,Beuthen,"Beuthen, Polen",655,50.34809875,18.93280029,861.7709601
Polen,Breslau,"Breslau, Polen",1370,51.1106987,17.04299927,717.6946209
Polen,Bromberg,"Bromberg, Polen",341,53.13349915,18.02750015,797.7638509
Polen,Danzig,"Danzig, Polen",641,54.32889938,18.625,870.0305463
Polen,Elbing,"Elbing, Polen",129,54.17919922,19.39509964,913.0009685
Polen,Elk,"Elk, Polen",222,53.82939911,22.37470055,1095.4087
Polen,Gleiwitz,"Gleiwitz, Polen",416,50.29270172,18.6678009,844.476653
Polen,Groß Strehlitz,"Groß Strehlitz, Polen",220,50.51047,18.299965,814.2599648
Polen,Hindenburg,"Hindenburg, Polen",100,50.30569839,18.75510025,850.2836204
Polen,Kattowitz,"Kattowitz, Polen",678,50.25608826,19.03095055,870.6528359
Polen,Königshütte,"Königshütte, Polen",349,50.26433945,18.93671036,863.8866647
Polen,Krakau,"Krakau, Polen",127,50.07339859,20.03590012,945.1334318
Polen,Laurahütte,"Laurahütte, Polen",129,50.30279922,19.00760078,867.9790163
Polen,Lodz,"Lodz, Polen",210,51.78829956,19.46839905,882.4969942
Polen,Oppeln,"Oppeln, Polen",472,50.67839813,17.94720078,786.5841711
Polen,Peiskretscham,"Peiskretscham, Polen",104,50.38869858,18.62779999,839.6088727
Polen,Posen,"Posen, Polen",157,52.35572815,16.85575676,706.4006417
Polen,Ratibor,"Ratibor, Polen",324,50.09799957,18.2241993,818.1577987
Polen,Rybnik,"Rybnik, Polen",105,50.08982849,18.53274918,839.8671009
Polen,Stettin,"Stettin, Polen",502,53.42520142,14.55620003,584.2302131
Polen,Swidnica,"Swidnica, Polen",211,50.84090042,16.48740005,682.07207
Polen,Tranowitz,"Tranowitz, Polen",196,50.44319916,18.85720062,854.5139652
Polen,Warschau,"Warschau, Polen",259,52.22874832,21.00625038,988.1448101
Portugal,Lissabon,"Lissabon, Portugal",115,38.71699905,-9.138640404,1863.420233
Rumänien,Bacau,"Bacau, Rumänien",145,46.58250046,26.90509987,1557.11124
Rumänien,Bukarest,"Bukarest, Rumänien",709,44.43429184,26.10296059,1624.670498
Rumänien,Constanta,"Constanta, Rumänien",129,44.15399933,28.61849976,1808.638006
Rumänien,Iasi,"Iasi, Rumänien",105,47.16669846,27.55380058,1573.84657
Rumänien,Timisoara,"Timisoara, Rumänien",163,45.75553513,21.23749924,1226.101115
Russische Föderation,Königsberg,"Königsberg, Russische Föderation",470,54.7090416,20.50595093,998.9353983
Russische Föderation,Leningrad,"Leningrad, Russische Föderation",255,59.92887497,30.22154617,1753.695223
Russische Föderation,Moskau,"Moskau, Russische Föderation",1240,55.75696945,37.61502075,2089.507811
Russische Föderation,Omsk,"Omsk, Russische Föderation",241,54.99414063,73.36470795,4308.610573
Russische Föderation,St. Petersburg,"St. Petersburg, Russische Föderation",615,59.92887497,30.22154617,1753.695223
Russische Föderation,Tscheljabinsk,"Tscheljabinsk, Russische Föderation",145,55.16305923,61.38861084,3582.066781
Schweiz,Zürich,"Zürich, Schweiz",100,47.36560059,8.505949974,445.9674427
Serbien,Belgrad,"Belgrad, Serbien",1084,44.81309891,20.46326065,1241.326102
Kosovo,Pristina,"Pristina, Kosovo",160,42.66379929,21.16620064,1445.570149
Kosovo,Prizren,"Prizren, Kosovo",191,42.21760178,20.73349953,1457.56368
Serbien,Sabac,"Sabac, Serbien",125,44.75851059,19.70169067,1199.485271
Kosovo,Ferizaj,"Ferizaj, Kosovo",129,42.37007904,21.15166855,1468.388252
Spanien,Barcelona,"Barcelona, Spanien",316,41.375,2.157589912,1148.859376
Spanien,Madrid,"Madrid, Spanien",437,40.42028046,-3.705770016,1446.302089
Sri Lanka,Jaffna,"Jaffna, Sri Lanka",134,9.658760071,80.01898956,8006.619819
Syrien,Aleppo,"Aleppo, Syrien",503,36.22185135,37.13188171,2925.462266
Syrien,Damaskus,"Damaskus, Syrien",573,33.5165596,36.31708145,3090.919423
Syrien,Daraa,"Daraa, Syrien",105,32.61819839,36.10512924,3153.036809
Syrien,Hasaka,"Hasaka, Syrien",134,36.49594879,40.76530838,3142.638271
Syrien,Homs,"Homs, Syrien",100,34.73218918,36.71767044,3016.642092
Taiwan,Taipei,"Taipei, Taiwan",112,25.04743958,121.516098,9434.006502
Thailand,Bangkok,"Bangkok, Thailand",136,13.75335026,100.5048294,9082.559129
Tschechische Republik,Prag,"Prag, Tschechische Republik",173,50.12691879,14.45672035,556.0095022
Tunesien,Tunis,"Tunis, Tunesien",265,36.80001068,10.18270016,1623.064955
Türkei,Aksaray,"Aksaray, Türkei",263,38.36780167,34.03068161,2562.262705
Türkei,Ankara,"Ankara, Türkei",293,39.94290161,32.86050034,2370.608761
Türkei,Avanos,"Avanos, Türkei",170,38.70600128,34.84500122,2589.739064
Türkei,Istanbul,"Istanbul, Türkei",557,41.06072998,28.98777008,2040.98987
Türkei,Izmir,"Izmir, Türkei",149,38.42618179,27.14191055,2134.176811
Türkei,Kayseri,"Kayseri, Türkei",106,38.72098923,35.48337936,2630.279481
Türkei,Kirsehir,"Kirsehir, Türkei",182,39.31573868,34.11726379,2497.756745
Türkei,Ordu,"Ordu, Türkei",160,40.98109818,37.9048996,2635.524438
Ukraine,Charkow,"Charkow, Ukraine",351,50.00423813,36.23575974,2075.611055
Ukraine,Dnepropetrowsk,"Dnepropetrowsk, Ukraine",387,48.47531128,35.01612091,2040.903116
Ukraine,Kiew,"Kiew, Ukraine",608,50.45056915,30.5242691,1667.901864
Ukraine,Odessa,"Odessa, Ukraine",381,46.47969818,30.71549988,1824.797898
Ukraine,Simferopol,"Simferopol, Ukraine",147,44.95748138,34.10826874,2136.957436
Ungarn,Budapest,"Budapest, Ungarn",325,47.51303101,19.12298012,985.1057171
Usbekistan,Taschkent,"Taschkent, Usbekistan",236,41.32051086,69.30666351,4790.899181
Venezuela,Caracas,"Caracas, Venezuela",103,10.49536991,-66.84887695,7961.685238
Vereinigte Staaten,New York,"New York, Vereinigte Staaten",179,40.7820015,-73.83170319,6030.255628
Vereinigtes Königreich,London,"London, Vereinigtes Königreich",351,51.50642014,-0.127210006,481.7261149
Vietnam,Saigon,"Saigon, Vietnam",142,10.77822971,106.70327,9760.731703
Weißrussland,Minsk,"Minsk, Weißrussland",183,53.8832016,27.50429916,1431.524344
